FD
12.99
13.88
11.48
5.17
-2.11
-6.02
-4.86
0.54
10.3
22.33
30.81
32.65
30.85
29.15
28.32
26.64
24.84
24.83
26.09
25.94
24.06
21.07
12.56
-3.24
-21.83
-35.1
-39.25
-38.68
-38.08
-37.67
-35.92
-36.02
-37.16
-33.36
-26.3
-20.45
-16.71
-14.26
-12.06
-9.75
-8.07
-5.73
-1.98
0.87
2.62
4.98
5.95
4.22
3.77
7.04
10.91
10.93
8.36
7.45
10.99
15.93
17.64
18.02
17.96
17.59
17.95
19.25
20.51
20.21
19.11
19.55
22.11
24.27
24.19
21.17
13.3
-0.7
-19.32
-36.81
-48.29
-52.7
-50.83
-46.25
-44.09
-44.48
-42.92
-38.56
-32.81
-27.02
-23.3
-21.32
-18.2
-13.88
-10.47
-7.65
-3.69
-2.91
-4.02
-4.84
-3.72
0
4.2
6.92
9.64
13.13
16.18
18.61
19.94
20.5
20.02
18.62
18.28
19.2
19.93
21.29
23.45
25
25.25
23.82
22.72
23.99
26.84
28.91
28.59
24.51
9.89
-18.68
-49.52
-64.66
-59.4
-47.45
-40.97
-38.75
-35.7
-31.74
-28.45
-23.74
-15.25
-6.23
-2.46
-3.45
-4.07
-2.31
-0.7
0.88
4.13
8.52
12.68
14.48
15.41
17.03
19.15
20.54
18.12
8.34
-14.1
-43.99
-50.19
-14.57
33.87
59.31
59
51.81
47.45
42.93
39.17
36.78
32.89
29.27
27.95
27.95
27.31
21.7
4.2
-25.21
-52.33
-62.37
-56.28
-44.92
-35.81
-31.33
-30.4
-29.7
-27.13
-20.12
-8.99
-0.64
1.05
-0.43
-1.16
0.98
4.92
8.73
11.62
13.05
13.76
14.13
15.44
18.21
19.81
19.2
18.5
17.77
17.23
17.58
18.64
20.62
22.34
24.16
25.65
25.85
27.21
28.31
27.59
27.71
28.64
28.63
27.25
25.49
24.78
26.46
28.78
28.24
23.87
10.8
-15.63
-47.2
-67.38
-65.9
-49.77
-35.12
-28.25
-26.25
-27.44
-28.07
-23.33
-13.61
-4.38
-2.08
-4.59
-5.16
-2.71
0
2.22
5.73
9.72
11.44
11.83
12.43
13.17
14.84
15.44
14.7
12.45
1.94
-27.3
-61.78
-57.72
-8.12
41.34
60.87
57.14
47.37
41.39
39.66
38.34
34.36
29.64
27.67
28.02
28.38
28.29
26.74
17.8
-5.52
-38
-62.28
-67.7
-58.92
-46.41
-36.77
-32.16
-31.67
-31.02
-26.98
-19.36
-10.7
-6.02
-6.45
-7.88
-7.48
-5.02
-1.55
2.41
5.59
8.67
13.42
15.95
15.93
15.96
15.04
14.17
14.87
16.8
17.82
17.7
18.73
20.35
20.54
20.37
20.83
21.29
22.06
23.8
25.86
25.78
23.14
21.51
21.79
21.81
22.21
23.62
23
14.16
-9.01
-44.25
-74.55
-83.3
-72.95
-57.35
-46.17
-41.18
-40.54
-40.84
-37.18
-28.52
-17.96
-9.52
-7.66
-12
-14.58
-11.31
-4.99
0.78
3.93
6.7
10.45
12.75
11.84
5.03
-10.71
-30.12
-37.86
-21.33
10.57
34.83
43.05
42.94
40.63
37.96
34.39
29.86
27.41
27.5
28.28
28.14
27.63
28.16
28.11
25.91
23.76
25.73
28.85
25.75
13.1
-11.63
-44.85
-70.53
-76.04
-64.8
-49.01
-37.91
-33.33
-33.8
-37.5
-38.59
-28.66
-12.3
-3.66
-4.62
-7.01
-6.44
-3.55
0.2
4.25
7.51
10.27
12.84
14.09
14.64
15
14.63
14.53
15.88
17.62
17.62
17.68
19.48
20.52
19.61
20.04
22.43
23.83
25.02
26.54
25.86
23.7
23.22
24.8
26.71
28.05
27.7
22.64
7.46
-20.12
-50.98
-68.11
-65.67
-53.66
-41.19
-32.92
-31.53
-33.13
-30.56
-23.46
-14.98
-7.52
-4.38
-5.91
-7.29
-3.93
0.55
2.17
3.58
7.5
11.44
12.17
12.32
14.31
15.64
14.54
12.37
1.34
-24.86
-48.99
-42.15
-3.38
38.04
60.38
65.07
62.27
56.33
48.08
39.57
32.18
26.65
23.86
23.12
22.2
21.97
23.83
24.42
22.43
14.48
-7.18
-40.21
-68.39
-77.48
-69.64
-56.79
-45.75
-39.52
-38.48
-38.82
-36.36
-29.35
-19.09
-10.91
-8.71
-10.55
-12.67
-11.64
-7.33
-3.24
0
2.59
4.21
7.43
10.97
10.04
8.66
11.87
13.88
13.42
13.22
12.46
13.13
16.61
19.15
19.44
19.81
19.25
18.29
19.99
22.77
23.44
22.53
21.76
20.68
19.21
19.21
20.56
20.51
15.04
-1.48
-29.61
-56.11
-65.29
-57.82
-45.69
-35.43366395
-24.73816983
-15.87450898
-7.707198721
-2.347590204
-1.087758568
-1.972704986
0.494281619
5.574063736
6.030152877
2.184764085
-0.350677775
-0.162201683
2.122102742
4.653411522
6.074507983
7.149230301
4.774693743
-3.213346527
-12.72358685
-15.69001608
-6.895140943
8.494952763
21.39628659
29.41103882
33.70204033
33.63975062
30.67249743
26.2750034
21.41798147
19.16816513
19.55399168
19.75091364
17.91626117
14.23434164
13.63122389
16.80075243
16.37933953
12.86354571
13.28787391
15.22680288
12.54081318
1.84117776
-18.46813834
-39.28234682
-49.70507341
-49.13315946
-40.29887938
-28.24842639
-18.07461239
-11.61969623
-10.01023728
-10.59145805
-7.316864615
-0.098327356
4.461476045
3.776792173
1.542478674
1.223678417
0.684191907
-1.241111844
-0.914251047
1.195903603
4.387254182
9.109799988
11.00099476
9.654181186
10.26429784
12.86421293
14.33115689
13.8479209
11.52717002
11.17266124
13.62831098
13.0256812
10.44521721
11.08507044
13.12116993
14.49886516
15.13025677
13.34290925
11.21005578
11.38746985
13.80284367
15.26810597
13.27966695
12.64922916
11.97744979
2.085016713
-16.71731409
-37.53818711
-51.51129527
-50.36103772
-39.91741909
-30.45817155
-21.76857517
-15.30413729
-12.89065246
-10.27134159
-7.312374613
-3.812953621
1.347649685
3.867487871
2.1687
-1.289374693
-3.861531337
-2.474580397
0.410163441
1.602203258
3.690131319
6.570124345
8.120627056
8.397613083
8.091073411
9.708384183
11.60131795
10.97710297
11.09221335
11.20369942
9.663053194
9.116996896
9.261680454
8.60737174
8.587314092
9.365894617
10.43790549
11.22855589
10.45109041
11.92400244
16.37225643
16.85844551
13.33081044
10.84964311
5.961194452
-6.203584366
-25.43289027
-45.74955217
-54.7811687
-49.50625655
-37.62102135
-26.21884193
-20.23043448
-16.87717371
-11.92955242
-9.609454722
-9.544563869
-5.629665795
-1.425634428
-1.201422831
-3.281250036
-6.208576575
-6.37973691
-3.003888619
0.119162847
1.019575178
1.14670177
4.915387663
10.16972625
9.018484253
5.116835899
5.035635248
2.71965236
-8.858541434
-25.24312345
-31.37083269
-16.52392976
9.580446253
28.48465389
33.86686398
30.48982949
27.01132661
27.36704513
24.58826359
17.80647268
14.74849022
15.11175142
16.35650113
15.62562973
12.07981327
11.80693454
11.94512853
4.050219074
-14.07369626
-37.09199637
-51.98673164
-53.67051603
-48.82123014
-41.17982422
-32.34909134
-25.73374387
-21.8178535
-19.20369692
-16.96515902
-12.22976916
-7.33768872
-7.217761139
-8.319590956
-7.443319711
-6.223454284
-6.455268705
-7.488619784
-6.458197549
-2.475560196
1.643077103
5.109005068
6.922874688
4.9819838
3.405154287
4.992374562
7.990363862
8.801040263
6.629122153
7.959081766
11.54831921
11.20791959
9.759395652
9.859288304
10.36279314
11.38317884
11.63134607
10.34318679
11.50974924
14.59703646
15.7751574
15.278685
13.80803802
14.1655392
14.34885537
3.983248596
-17.28933219
-38.67591093
-53.7007653
-58.30093558
-52.60900604
-42.79246253
-31.67572293
-22.7556425
-19.08015344
-18.81950445
-18.96345868
-14.33613111
-6.672314564
-3.556510812
-4.171956241
-5.757522031
-8.156557621
-8.423572934
-5.045549242
-1.680858184
0.766374924
5.23636827
9.367867389
8.249263963
4.688265191
6.613861763
11.24283978
9.945559938
6.174508576
7.164105041
11.11251667
14.53573091
14.61554481
10.60901524
9.574879729
13.18680969
15.3002389
13.67673031
11.01544293
13.3949555
19.8432657
19.59481101
13.7976032
13.29641704
17.64709703
19.58623035
13.87199147
-1.925787105
-22.37813349
-39.16585584
-48.57534516
-50.81431221
-47.58948685
-37.27111498
-23.5101656
-16.53759305
-15.68829167
-12.86465924
-7.945013953
-3.553149428
-0.983955776
-2.268163669
-3.716339588
-2.293929198
-1.302939194
-2.161671352
-2.970576317
-0.357933732
5.381623807
9.3224612
9.785553346
8.956711482
9.178662591
10.91807128
6.532213393
-12.15911216
-35.39514169
-42.89908625
-26.04133981
5.651116268
32.13537963
43.35840361
44.20305977
38.46170912
31.09920932
26.74785274
23.0657113
20.75769304
21.02824608
20.3831882
20.00289787
19.69438254
14.17406212
1.827392478
-17.00165113
-35.42634375
-44.53481098
-45.35771802
-39.6923522
-28.18542062
-18.0035453
-14.00919193
-14.09515936
-14.15834962
-9.868071196
-2.697183609
2.477735698
2.921719489
-0.414598569
-1.062028355
1.739333703
2.441993605
2.353000498
4.512571351
7.202324629
10.08201795
12.76119287
12.028744
10.21709715
11.02310511
13.95276784
16.84088372
15.38725815
11.95362133
13.18718578
15.74681849
14.36262459
13.18553788
15.45042328
18.12926613
18.86959997
17.56718314
16.52490946
16.406561
15.93370473
17.14666261
18.62097584
17.96112095
16.25744174
10.46551678
-4.715118413
-25.91209022
-42.80574586
-48.40645042
-44.75936353
-38.42964728
-29.9742573
-20.57657545
-14.5322156
-11.08635155
-9.296319497
-7.168047734
-0.912286692
3.376622867
0.184030367
-1.608239156
0.705296776
0.541792938
-0.28584977
2.007146555
6.389936562
9.320819784
9.390840076
9.680624892
11.33262087
12.07143728
12.2579307
13.55297178
13.15166593
11.33772582
12.63760695
15.47762808
14.35318849
10.8274155
12.11943118
16.19628824
15.5695241
13.85889546
16.05141974
17.32199834
16.83458555
16.16105097
14.14807419
15.21746107
20.05800068
22.05488457
16.48839204
2.416018944
-15.55754376
-30.56581992
-41.63344073
-47.38823996
-42.75631641
-30.83544771
-20.15141959
-14.15944616
-11.61233657
-9.650592809
-6.195037888
-1.598244456
1.319439935
0.595071432
-0.442696959
0.73311274
1.77403385
2.28429686
3.567167618
5.323668833
8.015154834
10.54959438
10.58052602
10.07857591
11.34063092
13.78636406
14.24456301
10.93803712
10.49056098
15.12014661
16.05305617
12.7064935
11.8960693
12.30154728
12.76821419
14.18534065
13.66158354
13.46224188
15.67575302
18.1809343
19.39499013
17.57594088
15.42021436
16.95124946
17.42447576
14.14072011
12.1797799
7.757959484
-5.553739721
-25.70403639
-44.41592543
-49.20781608
-40.09259006
-28.93614212
-20.43496023
-14.69562229
-10.56920782
-6.3489037
-3.455721101
-2.483546783
-0.599719888
2.677054511
3.698938603
2.08692669
-0.222638949
-1.1145195
0.668338054
3.699779319
5.554850783
5.60983967
7.959561166
11.49300132
9.495266921
4.492682737
-0.355753907
-7.784639256
-11.88277985
-7.084620177
1.820608122
12.36444965
22.86300226
29.44553392
30.05366995
25.65577778
23.5758099
25.0935209
22.83323664
18.52755822
16.59212764
15.90605729
16.95111224
18.03797741
16.2238143
13.14327628
7.01464344
-6.697542071
-27.06204401
-45.87025497
-50.73945553
-42.56949465
-34.3484078
-28.64278723
-21.31682585
-15.91119838
-14.52926151
-13.42117333
-10.36149534
-4.342709765
0.10833078
-0.612465338
-2.515803081
-5.335888107
-7.52009889
-3.728861345
2.177008633
4.037360421
4.178741544
5.407890278
7.888096199
9.971450317
9.804033031
10.02510827
11.4708549
11.07821927
9.381196558
8.834717862
10.17173289
13.73255121
15.69480482
12.16005929
9.661351093
12.28957438
13.76069993
12.22766694
11.15604163
13.10801154
15.24479991
15.20080483
15.23469105
13.81497278
10.07933912
4.511745549
-9.181209719
-30.93644012
-47.29506089
-51.82867437
-47.84826962
-39.92089682
-32.08575815
-24.49788835
-19.14874087
-16.85417868
-13.34568749
-10.56553705
-9.930475961
-5.54839164
-1.052643208
-3.168460173
-6.055846433
-4.828373449
-1.915361953
0.027162687
1.08113614
4.151378671
8.185378024
9.313059412
9.644212092
11.50144425
12.12768915
12.05922614
11.55489633
9.116783867
8.611891705
10.249038
12.75096379
14.82938404
12.20060971
7.989840732
1.157202772
-15.93712508
-32.79936321
-30.21594102
-5.929481362
24.91778462
42.86664037
43.32941131
37.57043484
32.03283834
23.00813951
4.48885822
-20.8248659
-38.29053911
-42.65678423
-40.03466807
-33.81131652
-27.12464395
-20.90837972
-14.1692016
-9.463502083
-8.482343935
-7.641343248
-4.249169663
-0.289470876
0.746005661
-1.665157792
-2.491146939
-0.210880396
1.761241212
2.892585809
3.131018465
4.827923825
10.32578605
14.17942802
13.98103124
13.05453473
11.90536224
11.45272701
12.46648904
12.07897454
10.92826985
13.62996224
18.20185881
17.58650942
11.88188961
8.776558752
11.38736871
14.36132606
15.03960042
17.346357
20.25011912
21.21154436
20.61257341
16.21183621
7.443298422
-7.014900217
-27.79548399
-44.71400837
-49.6145891
-45.25705828
-33.88143815
-20.74760119
-13.90028366
-12.46360015
-10.27564993
-4.920812646
0.005500905
1.842342157
4.031070549
6.197325123
4.143291848
1.479593207
0.663313439
1.333164054
5.036539262
8.479753711
9.657735263
10.28370792
11.27196935
14.45338035
17.4986612
15.99639593
14.74384201
17.22788801
16.81865906
12.37039282
10.66985509
12.65340716
14.55067903
14.01488883
12.32625978
13.00246559
14.54588004
14.73148703
13.86555571
12.22607725
13.80773043
18.96533713
20.24949106
15.89496896
8.489425756
-4.557311776
-23.17594966
-41.62236502
-52.53330907
-50.69994305
-39.88098126
-27.94858718
-21.19878035
-20.7834671
-17.82702076
-9.944882081
-5.603321532
-5.013559462
-3.184150702
-0.48388207
0.872277856
-1.034764711
-4.39550927
-3.944726039
0.007297508
3.616413579
5.90428123
6.953477645
7.795721718
9.270599258
9.620248221
8.661010287
9.299079116
11.94762282
12.97010889
7.41871161
-6.476100961
-18.10121316
-13.89908833
3.08235696
19.42258513
28.29466561
32.06948532
32.67388723
28.03998432
20.89852212
17.97836655
19.22312082
20.57329491
19.31465514
15.34482294
13.98429005
15.99887698
12.27794106
-4.265243365
-28.26311888
-45.97945533
-51.61328424
-49.55770863
-42.24055242
-32.08067654
-24.61337066
-19.76677729
-15.70666219
-13.75608319
-11.6113757
-6.6969917
-2.388527841
-3.105850851
-6.147569399
-4.014000408
0.889031633
-0.000157369
-2.466698456
-0.254698685
3.747196021
7.900513504
10.80488033
9.994114006
8.251480383
8.594651579
9.598328665
9.200191268
8.021515135
9.216882768
12.16274112
13.49381217
13.25068177
13.36839312
13.36647132
11.83635573
10.10228546
9.141446061
9.371967082
11.81752417
15.45343647
17.31799225
15.90833429
14.03176122
9.460424601
-5.950041651
-28.68300208
-45.63151089
-50.75809191
-46.49429182
-38.76350875
-31.68880831
-24.55825854
-17.76600164
-14.01801235
-13.35362595
-11.38471202
-5.028194235
0.789928795
-0.230049514
-5.197071104
-6.123092023
-2.882042716
-0.100914601
0.822114714
0.501445296
2.447904937
6.547635479
9.068537272
10.29455145
9.995858814
9.486136325
11.53479011
12.22440033
10.10775703
9.919931202
11.54693949
13.11689852
14.02678748
12.82096004
12.09284285
13.10488781
13.46919908
13.6622567
13.32703507
13.92605718
17.31453784
18.63553691
16.41533839
15.66437277
15.89169262
12.80360435
3.157656109
-15.3500677
-36.57777724
-51.20450264
-55.48818864
-49.98253365
-39.83545599
-29.87048252
-21.88924066
-19.21511721
-21.20084643
-19.1731841
-10.40057279
-2.445065299
-1.205258336
-5.282504366
-7.852653429
-5.843059875
-1.976440488
2.176310531
3.604098851
2.313057908
4.456722702
7.154233062
-1.019318617
-22.62349024
-44.62932626
-44.26179217
-16.6161635
16.16495236
37.15286826
43.94148155
39.62734237
33.13947891
29.90740782
26.63897366
23.26209109
21.72488653
19.96076577
18.682603
18.36307645
18.29694903
17.5556685
15.24381732
16.33557179
20.53061103
19.14534078
11.9853576
1.875853733
-14.18541878
-33.88641623
-49.46528927
-55.20227901
-49.2210457
-37.70242207
-27.73185497
-21.66637313
-19.78454655
-16.76690741
-11.17324929
-7.878175293
-5.57208119
-2.73343363
-3.066306529
-4.541436104
-4.279723604
-4.817913663
-4.242342414
0.255903078
6.341543488
9.819666053
8.926389793
8.490594627
12.01824751
13.79071987
10.99453311
9.34821116
10.68218497
12.31268757
12.21869424
10.00800945
8.986597681
10.19388303
13.30506393
16.54660231
15.01589484
11.91886451
13.88434639
17.94451968
18.74591426
17.75433256
17.62455674
17.37272996
11.26484549
-6.141432132
-28.79531207
-46.30278438
-52.16761538
-45.49634154
-35.1866967
-27.14708252
-20.31749026
-17.95355243
-19.31666533
-15.92351666
-7.270361044
0.029877136
0.671691115
-3.192311312
-4.036173584
-3.113733025
-2.215861454
1.11008056
3.451532408
4.619165874
8.677394436
12.40947401
12.48542602
11.45657283
11.3146781
12.44481177
12.82191843
12.26331554
14.3608706
16.07707003
13.21636545
11.25250909
13.57558596
15.59635848
16.39202245
17.14168518
16.12862697
15.31043579
16.99397407
19.55925008
19.682119
16.8673559
17.58862054
21.37969356
21.11229027
16.66474479
6.721978007
-11.67707486
-33.85580887
-52.14140694
-60.38057736
-54.66236714
-41.46662499
-29.9160204
-22.27720248
-19.87576061
-18.69912101
-13.80748945
-7.69175884
-3.05405295
-1.23276986
-1.722433145
-0.708744318
0.256370443
-1.351911716
-1.359053653
1.716606857
4.834294113
6.266533432
7.884543912
12.7318945
14.73280754
6.354845701
-10.63371539
-29.32532841
-35.36570742
-17.21948643
13.28463356
32.62831125
37.4484322
37.45718487
35.19393287
31.2901325
27.65235376
26.78827395
27.58833931
25.75975199
22.72543729
20.78539697
20.73510579
22.3392833
21.28761656
18.20306784
17.68808968
17.93518458
14.4582889
1.226563918
-23.24218484
-45.60636553
-55.17836067
-54.30767417
-46.04255501
-33.35501278
-23.1415136
-17.88583254
-15.95064919
-15.28525408
-10.54540964
-3.492839488
-0.486948979
-0.866642334
-1.484648604
-0.058690126
2.921605751
3.561369997
2.366822408
2.381928835
2.863237741
5.144092089
9.630535713
12.45333736
13.80870363
14.86923767
14.49644776
14.32160865
14.87194519
15.75050347
18.54080384
19.49988475
17.20958954
16.83187331
18.17184948
18.84710264
17.10881709
14.11760501
15.49954685
18.8169189
18.8671128
17.44971585
14.64720543
12.1610937
14.67337058
16.09291918
6.837680767
-12.89178507
-36.55326996
-53.80435264
-56.63185935
-47.01830894
-32.6010396
-21.42561943
-16.18831538
-12.44823863
-9.277919079
-6.937937889
-2.431237892
2.031813131
2.920456881
2.760479763
3.146988379
3.11217901
2.261489622
0.642990462
2.181803182
8.351800515
14.9701669
18.38283428
16.87979462
14.03928201
14.28696267
14.43154749
12.46170011
11.63293436
12.08561695
12.68308886
13.74611911
14.16786802
14.73146074
16.13343052
16.13122085
15.46313069
15.92009905
16.25826494
15.78383419
15.07713316
14.47524052
13.95400895
8.710413287
-5.701529072
-27.69455334
-47.82243732
-53.0165339
-44.54227373
-32.94627616
-22.71754139
-16.53579518
-14.35998446
-12.9665182
-10.82188251
-6.079176194
-0.103858296
1.510042563
0.073814542
-0.24956757
-1.301018487
-0.993568991
2.555167355
5.154295419
6.709217426
8.556188529
9.652841446
11.39443677
13.00268436
12.57038171
13.00665659
14.88202728
15.91171473
14.98127531
12.33973866
12.71318786
16.41431473
16.62153944
13.08938253
11.58929435
13.99662023
17.5584511
17.7803108
14.61306416
13.28466143
15.56891749
18.44666694
17.7302632
12.09736878
3.230866588
-11.77036906
-35.3007489
-55.20960645
-57.89652925
-46.9866491
-33.20735989
-23.78928494
-20.90508558
-20.06493197
-16.73294928
-10.28205757
-4.180126198
-1.516495451
1.239830942
3.478701097
0.499800171
-3.640941588
-3.318309069
0.188707744
4.750536958
7.535409164
6.058902456
1.706077169
-7.056887169
-17.66432098
-20.46917991
-11.87718239
5.504049815
22.67462897
29.55402495
28.73219778
26.30311006
23.50796898
23.25655049
23.4819024
19.53308949
16.19392455
17.5746873
20.46552077
20.57633057
17.19038042
15.77187851
17.8732657
17.78109233
15.70315566
15.82201903
14.65898594
5.905591271
-12.39363314
-35.59962486
-52.30917034
-54.92778195
-45.00670259
-32.17104461
-25.10715921
-20.17286879
-16.31624628
-16.51074892
-13.36160129
-5.302931255
-0.725841055
-0.033901589
-1.106344079
-4.112233752
-4.635529544
-1.515765874
0.372841192
0.229559028
1.63587269
6.261516598
10.00481904
8.619308374
6.849998119
7.926432935
7.974511299
8.305932363
10.28030809
9.576485377
8.420936731
9.555671922
11.33199796
12.46612374
11.0058239
10.64100195
14.68857176
16.95015011
15.12641718
14.97731182
15.84096009
15.41936031
14.97774021
12.03004158
2.942342722
-12.62652504
-30.84271795
-45.68348643
-52.40630023
-47.90756575
-35.31896983
-26.03349374
-24.64755383
-24.27370309
-21.98927655
-17.57814465
-10.50638457
-5.887651133
-5.159125148
-4.636075765
-3.462233621
-3.679295752
-5.763609361
-3.967043303
2.609904662
5.710428586
4.919970994
5.654001104
8.051205148
10.23898909
10.34410837
8.905137564
9.485145533
12.35093388
14.59798372
13.52970922
10.39907507
12.17339874
18.05112985
17.36491757
12.14462973
12.01667962
14.58565742
15.93968865
16.1715009
15.69365709
16.52539661
17.62423812
18.80609502
20.35362308
18.7257546
16.65735486
16.9874214
7.99642985
-16.17112416
-41.86667599
-57.38273306
-59.45589223
-51.11996086
-39.95841655
-29.59859931
-22.86561784
-21.36654143
-19.96454403
-16.7844455
-11.92582734
-4.372638518
-1.157176358
-7.853974801
-19.02388065
-26.89929187
-26.52729759
-18.73877312
-7.673532463
6.01807882
18.38298559
23.92558189
25.16929812
24.88111675
22.49921447
19.58106097
16.97434919
15.599332
15.75774882
15.60855175
16.39074043
17.34762699
15.59545346
15.18783873
17.40885249
18.0982641
17.49853041
16.78695148
17.24172876
19.82418889
21.40768347
20.07645609
18.38331821
18.33343718
19.64347997
20.34780471
19.19698256
18.87181358
17.17256773
7.537736184
-11.5427687
-36.76602072
-56.98756273
-61.17419304
-53.34649834
-42.24545732
-31.25399845
-24.1713556
-21.20707071
-19.21578448
-16.22618386
-8.764815747
-1.06482478
-0.974933071
-3.121672486
-1.95040552
-1.268633866
-1.88600349
-0.947741659
0.326683412
1.528279671
4.857233074
9.666154875
11.84466854
10.00892379
10.58972826
14.69863262
14.96939304
12.56479034
13.21881251
14.72659233
14.77836642
14.1505989
14.10872312
16.61164678
18.56243957
17.29321168
15.26671762
14.864129
17.10285841
20.22170015
20.95202553
18.7742641
17.24073429
14.95689286
4.559899442
-17.16428493
-42.32002436
-55.88317359
-54.06623104
-43.97439764
-32.88787614
-26.29150799
-21.76554748
-15.96977611
-13.33283674
-12.48277265
-7.337269004
-0.442500812
3.701535746
3.30720817
-0.583579685
-2.221505759
-0.706239343
2.073541636
5.382093317
6.24856941
7.468255058
10.9574154
13.07816152
14.43677875
15.0337763
14.84927715
16.86394472
18.06684661
16.50071286
15.31069666
14.12252386
14.12447103
15.31105191
15.54412273
19.02734456
23.03610239
20.06225588
16.25723542
17.32675534
18.98901945
20.23527999
20.44494654
17.34770985
15.26593948
15.81715004
9.123896972
-13.38554846
-42.7439687
-58.78752767
-57.04431581
-48.66623282
-39.15160619
-28.49969598
-18.98545739
-13.78034987
-12.62726584
-12.29977048
-8.899016581
-1.855361382
4.739779521
7.290634108
4.600230552
0.969299414
1.533347063
3.325889265
3.639960629
5.489225731
9.343323547
13.36336767
15.32018591
14.37092742
14.61507634
15.58491225
13.46108414
7.039020062
-4.81141738
-15.56153533
-11.22565309
7.431590984
24.88466709
35.76999771
41.20933017
40.69262255
35.70751776
28.34481485
24.46923841
25.69696782
24.70499854
21.48249326
20.26710577
19.11584316
17.81433948
15.31873549
3.778463922
-17.99280625
-40.61529722
-54.03498521
-54.39835421
-45.65177089
-33.44585322
-23.30009592
-18.93421934
-17.14319688
-13.43466482
-8.42839817
-2.790830576
1.820102628
2.230200008
0.418563422
-0.029001395
0.480512774
-0.025024629
-1.286534997
1.093254775
7.688867697
11.55657659
10.42439604
10.4305687
13.21243385
15.30149117
15.86634039
14.68565501
13.72781095
14.63849787
16.00208537
16.34423284
14.10224156
12.45743586
15.45224347
17.20660417
15.52689768
17.07069293
19.09399847
17.89989663
16.57208069
16.27367961
17.92901755
17.97344121
9.31208553
-9.898097738
-33.42972421
-50.1367441
-54.67843905
-50.02196016
-40.7992107
-28.73616547
-17.369199
-11.77349522
